experiment_id,model_name,compression_method,budget_label,calibration_replicate,seed,sparsity,quantisation_bits,status,git_commit,model_revision,method_version,host,perplexity,perplexity_retention,total_nll,total_tokens,num_sequences,sequence_length,evaluation_device,eval_split,dataset_fingerprint,calibration_fingerprint,measured_sparsity,targeted_parameters
pythia-1b_quantisation_aggressive_s00_b4_rep2,pythia-1b,quantisation,aggressive,2,1234,0.0,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",18.663592333826166,92.46007391280261,765685.58984375,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_aggressive_s00_b4_rep3,pythia-1b,quantisation,aggressive,3,1234,0.0,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",18.689910811814187,92.32987487415836,766054.2705078125,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_aggressive_s00_b4_rep4,pythia-1b,quantisation,aggressive,4,1234,0.0,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",18.665160312947002,92.45230674322167,765707.5693359375,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_moderate_s00_b8_rep0,pythia-1b,quantisation,moderate,0,1234,0.0,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.26114454114131,99.97234670916464,745247.7622070312,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_moderate_s00_b8_rep1,pythia-1b,quantisation,moderate,1,1234,0.0,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.26285114613253,99.96246344570869,745273.6284179688,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_moderate_s00_b8_rep2,pythia-1b,quantisation,moderate,2,1234,0.0,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.263180669772805,99.96055533876853,745278.6225585938,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_moderate_s00_b8_rep3,pythia-1b,quantisation,moderate,3,1234,0.0,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.261130817852532,99.9724261911753,745247.5541992188,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_quantisation_moderate_s00_b8_rep4,pythia-1b,quantisation,moderate,4,1234,0.0,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.26463334862281,99.95214446889118,745300.6376953125,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_aggressive_s30_b4_rep0,pythia-1b,sequential,aggressive,0,1234,0.3,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",19.23548844808045,89.71111554155458,773582.2290039062,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_aggressive_s30_b4_rep1,pythia-1b,sequential,aggressive,1,1234,0.3,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",19.248092551906694,89.65237059258861,773753.6079101562,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_aggressive_s30_b4_rep2,pythia-1b,sequential,aggressive,2,1234,0.3,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",19.284485000334865,89.4831843647377,774247.8095703125,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_aggressive_s30_b4_rep3,pythia-1b,sequential,aggressive,3,1234,0.3,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",19.222021273395256,89.77396820657965,773398.9907226562,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_aggressive_s30_b4_rep4,pythia-1b,sequential,aggressive,4,1234,0.3,4,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",19.248150279494812,89.65210171401856,773754.392578125,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_moderate_s30_b8_rep0,pythia-1b,sequential,moderate,0,1234,0.3,8,success,fea9eecc66b0b14433cd18a8c42bf6b10612633d-dirty,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",18.627576823187177,96.32625979037782,736784.8656005859,251923,493,512,cuda:0,validation,da4b790a50b187c5,,,805306368
pythia-1b_sequential_moderate_s30_b8_rep1,pythia-1b,sequential,moderate,1,1234,0.3,8,success,fea9eecc66b0b14433cd18a8c42bf6b10612633d-dirty,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",18.654613558834193,96.18665102209084,737150.2506103516,251923,493,512,cuda:0,validation,da4b790a50b187c5,,,805306368
pythia-1b_sequential_moderate_s30_b8_rep2,pythia-1b,sequential,moderate,2,1234,0.3,8,success,fea9eecc66b0b14433cd18a8c42bf6b10612633d-dirty,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",18.64842327078944,96.21857989174597,737066.6394042969,251923,493,512,cuda:0,validation,da4b790a50b187c5,,,805306368
pythia-1b_sequential_qp_aggressive_s30_b4_rep0,pythia-1b,sequential_qp,aggressive,0,1234,0.3,4,success,fea9eecc66b0b14433cd18a8c42bf6b10612633d-dirty,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",20.564244158875088,87.2545954265553,761702.755859375,251923,493,512,cuda:0,validation,da4b790a50b187c5,,,805306368
pythia-1b_sequential_qp_aggressive_s30_b4_rep1,pythia-1b,sequential_qp,aggressive,1,1234,0.3,4,success,fea9eecc66b0b14433cd18a8c42bf6b10612633d-dirty,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",20.57869708533298,87.19331437238633,761879.7497558594,251923,493,512,cuda:0,validation,da4b790a50b187c5,,,805306368
pythia-1b_sequential_qp_aggressive_s30_b4_rep2,pythia-1b,sequential_qp,aggressive,2,1234,0.3,4,success,fea9eecc66b0b14433cd18a8c42bf6b10612633d-dirty,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",20.510970012557816,87.4812260579083,761049.2722167969,251923,493,512,cuda:0,validation,da4b790a50b187c5,,,805306368
pythia-1b_sequential_qp_moderate_s30_b8_rep0,pythia-1b,sequential_qp,moderate,0,1234,0.3,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.875552764287807,96.53615468112972,754398.607421875,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_qp_moderate_s30_b8_rep1,pythia-1b,sequential_qp,moderate,1,1234,0.3,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.888159881393328,96.46811847086262,754583.0639648438,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_qp_moderate_s30_b8_rep2,pythia-1b,sequential_qp,moderate,2,1234,0.3,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.887773493382742,96.47020224749333,754577.4125976562,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_qp_moderate_s30_b8_rep3,pythia-1b,sequential_qp,moderate,3,1234,0.3,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.875601604814303,96.53589092068546,754399.322265625,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-1b_sequential_qp_moderate_s30_b8_rep4,pythia-1b,sequential_qp,moderate,4,1234,0.3,8,success,ecaf8c73e768caa7c5829221d543323b538efd0e,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",17.86621413296254,96.5866139195233,754261.888671875,261632,512,512,cpu,test,9939fb7302c336ce,,,805306368
pythia-410m_dense_aggressive_s00_b32_rep0,pythia-410m,dense,aggressive,0,1234,0.0,32,success,4f03744ede32125723237ff315fc20b4d3c9c121-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",22.165860360353165,99.99999999999999,780596.8388671875,251923,493,512,cpu,validation,da4b790a50b187c5,,,
pythia-410m_dense_moderate_s00_b32_rep0,pythia-410m,dense,moderate,0,1234,0.0,32,success,e0c06ac17fb95ee27156508ed114f145d0111784,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",21.323072101218123,100.0,800538.89453125,261632,512,512,cpu,test,9939fb7302c336ce,,,
pythia-410m_dense_moderate_s00_b32_seed1234,pythia-410m,dense,moderate,,1234,0.0,32,success,15e1f16defec9b49b5988476edf8f64a330fc97e-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",22.165860650348222,100.0,780596.8421630859,251923,493,512,cpu,validation,da4b790a50b187c5,,,
pythia-410m_joint_aggressive_s30_b4_rep0,pythia-410m,joint,aggressive,0,1234,0.3,4,success,b8842dab715700f7a49c11b43a432ea67eab62b0,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.08552923129321,59.09036823194725,938184.078125,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep1,pythia-410m,joint,aggressive,1,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.63633740917362,58.20197544058783,942147.447265625,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep2,pythia-410m,joint,aggressive,2,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.233890081888134,58.848420782389766,939257.5380859375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep3,pythia-410m,joint,aggressive,3,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.49342284273065,58.4299044600734,941124.8520507812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep4,pythia-410m,joint,aggressive,4,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.15292003540978,58.98022090700656,938672.2280273438,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep5,pythia-410m,joint,aggressive,5,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.475490982965944,58.45862941550533,940996.26171875,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep6,pythia-410m,joint,aggressive,6,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.93395089558917,57.73298437932517,944264.2158203125,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_rep7,pythia-410m,joint,aggressive,7,1234,0.3,4,success,8932933029b204ce3dd9ff84c72318a20f0e917a,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",36.62401533473871,58.22155737520322,942059.4365234375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_aggressive_s30_b4_seed1234,pythia-410m,joint,aggressive,,1234,0.3,4,success,8296cef13af3c962d32acb87f7cd888b3e508984,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",37.41456672144115,59.24393249126053,912480.2498779297,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_joint_moderate_s30_b8_rep0,pythia-410m,joint,moderate,0,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.02598963731672,76.08320839748818,872054.0649414062,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep1,pythia-410m,joint,moderate,1,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",27.9884891049735,76.18514890619463,871703.7504882812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep2,pythia-410m,joint,moderate,2,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.02572921376827,76.0839153856617,872051.6337890625,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep3,pythia-410m,joint,moderate,3,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.00774063735417,76.132781923792,871883.6489257812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep4,pythia-410m,joint,moderate,4,1234,0.3,8,success,a2af6464f314e770eb3083ee1749b4177619c05f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.098622795095515,75.88653812933481,872731.2426757812,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep5,pythia-410m,joint,moderate,5,1234,0.3,8,success,b8842dab715700f7a49c11b43a432ea67eab62b0,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.02444857603564,76.08739220457662,872039.6782226562,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep6,pythia-410m,joint,moderate,6,1234,0.3,8,success,b8842dab715700f7a49c11b43a432ea67eab62b0,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.04059825631698,76.04357049127675,872190.4057617188,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_rep7,pythia-410m,joint,moderate,7,1234,0.3,8,success,b8842dab715700f7a49c11b43a432ea67eab62b0,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.144251247323776,75.76350819866178,873155.75390625,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_joint_moderate_s30_b8_seed1234,pythia-410m,joint,moderate,,1234,0.3,8,success,8296cef13af3c962d32acb87f7cd888b3e508984,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",29.100110192234215,76.17105400605494,849167.4270019531,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_joint_s6_40_w8_s40_b8_rep0,pythia-410m,joint,s6_40_w8,0,1234,0.4,8,success,b9ff0a57ae6c71d23b0e38cd71666ad5f88b65d0-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",38.92635209304428,56.943071129220876,922459.2574462891,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_joint_s6_40_w8_s40_b8_rep1,pythia-410m,joint,s6_40_w8,1,1234,0.4,8,success,b9ff0a57ae6c71d23b0e38cd71666ad5f88b65d0-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",38.89385506810245,56.990648835249516,922248.8558349609,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_joint_s6_40_w8_s40_b8_rep2,pythia-410m,joint,s6_40_w8,2,1234,0.4,8,success,b9ff0a57ae6c71d23b0e38cd71666ad5f88b65d0-dirty,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",39.110995918192735,56.67424170613505,923651.4074707031,251923,493,512,cpu,validation,da4b790a50b187c5,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep0,pythia-410m,pruning,aggressive,0,1234,0.3,32,success,,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.010345348857456,76.1257022562483,871907.9794921875,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep1,pythia-410m,pruning,aggressive,1,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",27.993704645508267,76.17095476014289,871752.5,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep2,pythia-410m,pruning,aggressive,2,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.031165292279,76.06916044653849,872102.376953125,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep3,pythia-410m,pruning,aggressive,3,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",27.96183570473464,76.25776907632567,871454.4799804688,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep4,pythia-410m,pruning,aggressive,4,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.064095435265255,75.97990161629659,872409.5537109375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep5,pythia-410m,pruning,aggressive,5,1234,0.3,32,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.070042126717816,75.9638051306031,872464.9868164062,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep6,pythia-410m,pruning,aggressive,6,1234,0.3,32,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.04877081080247,76.02141371915639,872266.6484375,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_aggressive_s30_b32_rep7,pythia-410m,pruning,aggressive,7,1234,0.3,32,success,41053eb2d5e9443e798c3337354ed3402c0e9cea,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.095586043171956,75.89474043521598,872702.9653320312,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep0,pythia-410m,pruning,moderate,0,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.010351674185728,76.1256850654589,871908.0385742188,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep1,pythia-410m,pruning,moderate,1,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",27.993704645508267,76.17095476014289,871752.5,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep2,pythia-410m,pruning,moderate,2,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",28.031165292279,76.06916044653849,872102.376953125,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
pythia-410m_pruning_moderate_s30_b32_rep3,pythia-410m,pruning,moderate,3,1234,0.3,32,success,e85aa3325423e50d9d1cdc35512730a77961719d,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,4,"Windows|Intel64 Family 6 Model 186 Stepping 2, GenuineIntel|16|NVIDIA GeForce RTX 4050 Laptop GPU",27.96183570473464,76.25776907632567,871454.4799804688,261632,512,512,cpu,test,9939fb7302c336ce,,,301989888
